temp,temp_max,temp_mean,viral_infected,id,viral_load_com,viral_load_standard,mass,immunedata,PO_avg,PO,hemocytes,melanization,gray_scale,percent_melanized,hatch_date,3rd_instar,innoculated,4th_instar,5th_instar,pupation,eclosion,survival,death_state,dod
4,34,31.5,double_infection,VTG_353,-6.178,2.346,0.033,1,14.279,14.279,170,0.5459,145.42,0.27,11/17/2023,11/20/2023,11/20/2023,11/22/2023,11/26/2023,,,na,,
4,34,31.5,double_infection,VTG_348,-5.135,3.040,0.025,1,41.282,41.282,135,0.7858,121.42,0.39,11/17/2023,11/20/2023,11/20/2023,11/22/2023,11/26/2023,,,na,,
4,34,31.5,double_infection,VTG_349,-4.851,2.712,0.023,1,0.229,0.229,59,0.2454,175.46,0.12,11/17/2023,11/20/2023,11/20/2023,11/23/2023,11/26/2023,,,na,,
3,31,28.5,baseline_infection,VTG_117,-4.760,3.593,0.022,1,-0.014,0.000001,86,0.3160,168.40,0.16,10/9/2023,10/12/2023,10/14/2023,10/14/2023,10/19/2023,,,na,,
2,28,25.5,baseline_infection,VTG_311,-4.447,3.640,0.024,1,3.585,3.585,69,0.7928,,,11/13/2023,11/16/2023,11/19/2023,11/21/2023,11/23/2023,,,na,,
3,31,28.5,double_infection,VTG_374,-4.417,3.789,0.023,1,10.007,10.007,90,0.6023,139.77,0.30,11/17/2023,11/20/2023,11/22/2023,11/25/2023,11/28/2023,,,na,,
4,34,31.5,double_infection,VTG_350,-4.313,3.405,0.019,1,2.338,2.338,56,0.6073,139.28,0.30,11/17/2023,11/20/2023,11/20/2023,11/25/2023,11/27/2023,,,na,,
1,25,22.5,baseline_infection,VTG_336,-4.188,4.117,0.023,1,-0.447,0.000001,62,,,,11/13/2023,11/16/2023,11/18/2023,11/19/2023,11/25/2023,,,na,,
3,31,28.5,double_infection,VTG_369,-3.901,3.782,0.024,1,-0.082,0.000001,83,0.4717,152.83,0.24,11/17/2023,11/20/2023,11/22/2023,11/24/2023,11/28/2023,,,na,,
3,31,28.5,baseline_infection,VTG_288,-3.847,4.530,0.036,1,-0.217,0.000001,18,,,,11/13/2023,11/17/2023,11/18/2023,11/21/2023,11/23/2023,,,na,,
1,25,22.5,baseline_infection,VTG_007,-3.812,3.861,0.018,1,2.569,2.569,76,0.8328,116.72,0.42,10/7/2023,10/12/2023,10/13/2023,10/14/2023,10/16/2023,,,na,,
4,34,31.5,baseline_infection,VTG_262,-3.748,4.197,0.021,1,-0.318,0.000001,222,,,,11/13/2023,11/16/2023,11/17/2023,11/18/2023,11/21/2023,,,na,,
2,28,25.5,baseline_infection,VTG_313,-3.702,4.066,0.030,1,3.338,3.338,50,0.6593,,,11/13/2023,11/18/2023,11/19/2023,11/22/2023,11/24/2023,,,na,,
4,34,31.5,baseline_infection,VTG_126,-3.500,3.417,0.025,1,0.322,0.322,67,0.5175,148.25,0.26,10/9/2023,10/12/2023,10/13/2023,10/14/2023,10/19/2023,,,na,,
3,31,28.5,baseline_infection,VTG_283,-3.480,4.519,0.038,1,7.523,7.523,94,,,,11/13/2023,11/16/2023,11/16/2023,11/19/2023,11/24/2023,,,na,,
1,25,22.5,baseline_infection,VTG_340,-3.466,4.342,0.013,1,-0.493,0.000001,19,0.6315,136.85,0.32,11/13/2023,11/18/2023,11/18/2023,11/22/2023,11/28/2023,,,na,,
4,34,31.5,baseline_infection,VTG_133,-3.449,4.662,0.039,1,23.175,23.175,210,0.5137,148.63,0.26,10/9/2023,10/12/2023,10/14/2023,10/17/2023,10/21/2023,,,na,,
3,31,28.5,baseline_infection,VTG_382,-3.417,4.656,0.035,1,3.59,3.59,49,0.5562,144.38,0.28,11/17/2023,11/20/2023,11/22/2023,11/24/2023,11/26/2023,,,na,,
3,31,28.5,baseline_infection,VTG_107,-3.383,4.698,0.035,1,-0.027,0.000001,74,0.9630,103.70,0.48,10/9/2023,10/12/2023,10/14/2023,10/15/2023,10/19/2023,,,na,,
2,28,25.5,baseline_infection,VTG_406,-3.373,4.245,0.020,1,0.023,0.023,39,,,,11/17/2023,11/20/2023,11/21/2023,11/23/2023,11/26/2023,,,na,,
1,25,22.5,baseline_infection,VTG_339,-3.371,4.558,0.017,1,-0.31,0.000001,18,0.3126,168.74,0.16,11/13/2023,11/17/2023,11/18/2023,11/20/2023,11/27/2023,,,na,,
2,28,25.5,baseline_infection,VTG_312,-3.350,4.507,0.021,1,3.554,3.554,49,0.7416,,,11/13/2023,11/18/2023,11/18/2023,11/22/2023,11/24/2023,,,na,,
4,34,31.5,double_infection,VTG_255,-3.223,4.104,0.026,1,0.539,0.539,18,0.4108,158.92,0.21,11/13/2023,11/18/2023,11/20/2023,11/21/2023,11/25/2023,,,na,,
2,28,25.5,baseline_infection,VTG_308,-3.210,4.491,0.022,1,1.957,1.957,37,,,,11/13/2023,11/18/2023,11/19/2023,11/22/2023,11/26/2023,,,na,,
4,34,31.5,double_infection,VTG_139,-3.111,5.165,0.027,1,54.468,54.468,198,0.4201,157.99,0.21,10/13/2023,10/16/2023,10/17/2023,10/20/2023,10/22/2023,,,na,,
3,31,28.5,baseline_infection,VTG_290,-3.066,4.857,0.035,1,6.443,6.443,66,,,,11/13/2023,11/17/2023,11/18/2023,11/20/2023,11/23/2023,,,na,,
3,31,28.5,baseline_infection,VTG_389,-3.015,4.414,0.022,1,6.31,6.31,181,0.6059,139.41,0.30,11/17/2023,11/20/2023,11/22/2023,11/26/2023,11/29/2023,,,na,,
1,25,22.5,baseline_infection,VTG_335,-3.006,3.610,0.019,1,-0.314,0.000001,33,,,,11/13/2023,11/17/2023,11/18/2023,11/21/2023,11/27/2023,,,na,,
2,28,25.5,baseline_infection,VTG_315,-3.002,4.507,0.024,1,1.239,1.239,16,,,,11/13/2023,11/17/2023,11/19/2023,11/22/2023,11/25/2023,,,na,,
1,25,22.5,double_infection,VTG_320,-2.977,4.723,0.023,1,1.222,1.222,30,,,,11/13/2023,11/17/2023,11/18/2023,11/23/2023,12/1/2023,,,na,,
2,28,25.5,baseline_infection,VTG_407,-2.970,4.479,0.025,1,3.645,3.645,57,0.3389,,,11/17/2023,11/20/2023,11/21/2023,11/23/2023,11/27/2023,,,na,,
4,34,31.5,double_infection,VTG_248,-2.913,4.983,0.029,1,48.908,48.908,301,,,,11/13/2023,11/17/2023,11/18/2023,11/18/2023,11/21/2023,,,na,,
2,28,25.5,baseline_infection,VTG_403,-2.905,4.434,0.022,1,0.449,0.449,35,,,,11/17/2023,11/20/2023,11/21/2023,11/23/2023,11/26/2023,,,na,,
3,31,28.5,double_infection,VTG_378,-2.801,3.281,0.025,1,4.59,4.59,127,0.5856,141.45,0.29,11/17/2023,11/20/2023,11/22/2023,11/23/2023,11/28/2023,,,na,,
4,34,31.5,double_infection,VTG_253,-2.786,4.377,0.041,1,0.077,0.077,33,0.3134,168.66,0.16,11/13/2023,11/16/2023,11/17/2023,11/21/2023,11/24/2023,,,na,,
3,31,28.5,baseline_infection,VTG_293,-2.771,4.567,0.018,1,0.125,0.125,64,,,,11/13/2023,11/16/2023,11/16/2023,11/20/2023,11/23/2023,,,na,,
2,28,25.5,double_infection,VTG_179,-2.707,4.828,0.023,1,-0.208,0.000001,30,0.6558,134.43,0.33,10/13/2023,10/17/2023,10/17/2023,10/21/2023,10/23/2023,,,na,,
1,25,22.5,double_infection,VTG_326,-2.582,5.020,0.024,1,3.004,3.004,81,,,,11/13/2023,11/17/2023,11/18/2023,11/23/2023,12/1/2023,,,na,,
1,25,22.5,baseline_infection,VTG_076,-2.492,5.125,0.026,1,-0.156,0.000001,101,0.5857,141.43,0.29,10/9/2023,10/12/2023,10/14/2023,10/16/2023,10/22/2023,,,na,,
1,25,22.5,double_infection,VTG_324,-2.425,5.328,0.027,1,0.495,0.495,29,,,,11/13/2023,11/17/2023,11/18/2023,11/23/2023,12/1/2023,,,na,,
3,31,28.5,double_infection,VTG_087,-2.394,5.207,0.023,1,1.794,1.794,44,0.7613,123.87,0.38,10/9/2023,10/12/2023,10/14/2023,10/14/2023,10/18/2023,,,na,,
3,31,28.5,baseline_infection,VTG_287,-2.369,4.149,0.035,1,11.438,11.438,114,0.4864,151.36,0.24,11/13/2023,11/16/2023,11/16/2023,11/19/2023,11/24/2023,,,na,,
1,25,22.5,double_infection,VTG_084,-2.281,5.318,0.021,1,-0.196,0.000001,77,0.6484,135.16,0.32,10/9/2023,10/12/2023,10/15/2023,10/19/2023,10/23/2023,,,na,,
1,25,22.5,baseline_infection,VTG_110,-2.276,4.108,0.024,1,-0.113,0.000001,99,0.6620,133.80,0.33,10/9/2023,10/12/2023,10/14/2023,10/15/2023,10/21/2023,,,na,,
1,25,22.5,baseline_infection,VTG_332,-2.106,5.475,0.024,1,-0.485,0.000001,48,,,,11/13/2023,11/17/2023,11/18/2023,11/21/2023,11/27/2023,,,na,,
1,25,22.5,double_infection,VTG_321,-1.947,5.412,0.023,1,2.919,2.919,24,0.6258,137.43,0.31,11/13/2023,11/16/2023,11/18/2023,11/23/2023,12/1/2023,,,na,,
3,31,28.5,baseline_infection,VTG_385,-1.900,4.489,0.032,1,4.878,4.878,56,0.4877,151.23,0.24,11/17/2023,11/20/2023,11/22/2023,11/25/2023,11/27/2023,,,na,,
2,28,25.5,baseline_infection,VTG_404,-1.867,5.059,0.020,1,0.481,0.481,10,,,,11/17/2023,11/20/2023,11/21/2023,11/24/2023,11/28/2023,,,na,,
2,28,25.5,double_infection,VTG_395,-1.780,5.241,0.035,1,1.191,1.191,77,0.5687,143.13,0.28,11/17/2023,11/20/2023,11/21/2023,11/25/2023,11/29/2023,,,na,,
3,31,28.5,double_infection,VTG_180,-1.747,5.546,0.035,1,-0.181,0.000001,51,0.4544,154.56,0.23,10/13/2023,10/16/2023,10/17/2023,10/20/2023,10/22/2023,,,na,,
2,28,25.5,double_infection,VTG_400,-1.719,5.247,0.028,1,12.723,12.723,116,0.5582,144.18,0.28,11/17/2023,11/20/2023,11/21/2023,11/24/2023,11/29/2023,,,na,,
2,28,25.5,double_infection,VTG_402,-1.684,5.416,0.023,1,5.343,5.343,55,,,,11/17/2023,11/20/2023,11/21/2023,11/25/2023,11/29/2023,,,na,,
3,31,28.5,double_infection,VTG_140,-1.675,5.086,0.031,1,-0.23,0.000001,36,0.4444,155.56,0.22,10/13/2023,10/16/2023,10/17/2023,10/21/2023,10/23/2023,,,na,,
2,28,25.5,double_infection,VTG_397,-1.604,5.195,0.023,1,2.659,2.659,28,,,,11/17/2023,11/20/2023,11/21/2023,11/24/2023,11/27/2023,,,na,,
4,34,31.5,double_infection,VTG_345,-1.587,3.366,0.029,1,0.205,0.205,36,0.6020,139.80,0.30,11/17/2023,11/20/2023,11/20/2023,11/23/2023,11/26/2023,,,na,,
2,28,25.5,baseline_infection,VTG_101,-1.544,4.547,0.025,1,4.119,4.119,186,0.6583,134.17,0.33,10/9/2023,10/12/2023,10/14/2023,10/15/2023,10/21/2023,,,na,,
2,28,25.5,baseline_infection,VTG_410,-1.430,5.184,0.026,1,0.481,0.481,49,0.4881,,,11/17/2023,11/20/2023,11/21/2023,11/23/2023,11/25/2023,,,na,,
2,28,25.5,double_infection,VTG_394,-1.361,5.632,0.034,1,3.454,3.454,82,,,,11/17/2023,11/20/2023,11/21/2023,11/25/2023,11/29/2023,,,na,,
3,31,28.5,double_infection,VTG_148,-1.256,4.798,0.033,1,-0.211,0.000001,50,0.4609,153.91,0.23,10/13/2023,10/16/2023,10/17/2023,10/20/2023,10/23/2023,,,na,,
1,25,22.5,double_infection,VTG_325,-1.238,5.345,0.025,1,0.435,0.435,18,0.5023,149.77,0.25,11/13/2023,11/16/2023,11/18/2023,11/23/2023,12/1/2023,,,na,,
4,34,31.5,baseline_infection,VTG_364,-1.234,4.696,0.025,1,18.306,18.306,204,,,,11/17/2023,11/20/2023,11/20/2023,11/22/2023,11/24/2023,,,no,larvae,11/30/2023
4,34,31.5,baseline_infection,VTG_267,-1.226,3.943,0.025,1,0.26,0.26,304,,,,11/13/2023,11/16/2023,11/17/2023,11/18/2023,11/27/2023,,,na,,
2,28,25.5,double_infection,VTG_398,-1.059,6.153,0.027,1,13.999,13.999,137,0.4322,156.78,0.22,11/17/2023,11/20/2023,11/21/2023,11/24/2023,11/29/2023,,,na,,
1,25,22.5,double_infection,VTG_329,-0.851,5.392,0.022,1,0.685,0.685,47,0.3484,165.16,0.17,11/13/2023,11/17/2023,11/18/2023,11/21/2023,12/1/2023,,,na,,
3,31,28.5,double_infection,VTG_135,-0.797,5.693,0.029,1,0.441,0.441,27,0.5081,149.19,0.25,10/9/2023,10/12/2023,10/14/2023,10/17/2023,10/19/2023,,,na,,
1,25,22.5,baseline_infection,VTG_099,-0.566,4.539,0.047,1,-0.295,0.000001,54,0.8803,111.97,0.44,10/9/2023,10/12/2023,10/14/2023,10/15/2023,10/20/2023,,,na,,
3,31,28.5,double_infection,VTG_279,-0.512,5.757,0.048,1,0.777,0.777,55,0.5137,148.63,0.26,11/13/2023,11/16/2023,11/16/2023,11/20/2023,11/28/2023,,,na,,
4,34,31.5,double_infection,VTG_168,-0.408,5.700,0.039,1,-0.1,0.000001,15,0.1549,184.51,0.08,10/13/2023,10/16/2023,10/17/2023,10/20/2023,10/22/2023,,,na,,
1,25,22.5,double_infection,VTG_134,-0.385,5.226,0.022,1,-0.206,0.000001,47,,,,10/9/2023,10/13/2023,10/14/2023,10/19/2023,10/23/2023,,,na,,
4,34,31.5,double_infection,VTG_252,-0.379,4.390,0.037,1,0.066,0.066,75,0.4209,157.91,0.21,11/13/2023,11/18/2023,11/20/2023,11/21/2023,11/25/2023,,,na,,
1,25,22.5,double_infection,VTG_328,-0.339,5.384,0.025,1,0.614,0.614,64,,,,11/13/2023,11/17/2023,11/18/2023,11/23/2023,12/1/2023,,,na,,
4,34,31.5,double_infection,VTG_343,-0.148,5.826,0.023,1,0.163,0.163,57,0.1554,184.46,0.08,11/17/2023,11/20/2023,11/20/2023,11/22/2023,11/26/2023,,,na,,
3,31,28.5,baseline_infection,VTG_129,-0.022,4.330,0.032,1,0.386,0.386,19,,,,10/9/2023,10/12/2023,10/14/2023,10/14/2023,10/19/2023,,,na,,
4,34,31.5,double_infection,VTG_116,-0.015,5.827,0.026,1,0.577,0.577,53,0.4514,154.86,0.23,10/9/2023,10/12/2023,10/14/2023,10/15/2023,10/19/2023,,,na,,
1,25,22.5,baseline_infection,VTG_334,-0.001,4.900,0.016,1,-0.233,0.000001,19,0.3820,161.80,0.19,11/13/2023,11/17/2023,11/18/2023,11/20/2023,11/27/2023,,,na,,
2,28,25.5,baseline_infection,VTG_412,0.088,5.493,0.030,1,0.266,0.266,29,,,,11/17/2023,11/20/2023,11/21/2023,11/22/2023,11/25/2023,,,na,,
4,34,31.5,double_infection,VTG_123,0.245,5.840,0.023,1,1.064,1.064,89,0.5753,142.47,0.29,10/9/2023,10/12/2023,10/14/2023,10/14/2023,10/19/2023,,,na,,
2,28,25.5,baseline_infection,VTG_405,0.284,5.178,0.035,1,-0.012,0.000001,22,,,,11/17/2023,11/20/2023,11/21/2023,11/24/2023,11/26/2023,,,na,,
1,25,22.5,double_infection,VTG_322,0.362,5.461,0.026,1,0.426,0.426,37,0.6386,136.14,0.32,11/13/2023,11/17/2023,11/18/2023,11/23/2023,12/1/2023,,,na,,
2,28,25.5,double_infection,VTG_392,0.560,5.279,0.032,1,1.347,1.347,21,0.6786,132.14,0.34,11/17/2023,11/20/2023,11/21/2023,11/25/2023,11/30/2023,,,na,,
2,28,25.5,baseline_infection,VTG_409,0.601,5.660,0.034,1,0.402,0.402,36,,,,11/17/2023,11/20/2023,11/21/2023,11/22/2023,11/25/2023,,,na,,
3,31,28.5,baseline_infection,VTG_381,0.802,5.167,0.036,1,-0.155,0.000001,39,,,,11/17/2023,11/20/2023,11/22/2023,11/25/2023,11/27/2023,,,na,,
4,34,31.5,double_infection,VTG_092,1.138,5.715,0.031,1,20.207,20.207,229,0.5972,140.28,0.30,10/9/2023,10/12/2023,10/14/2023,10/14/2023,10/18/2023,,,na,,
2,28,25.5,baseline_infection,VTG_413,1.149,5.400,0.025,1,0.25,0.25,44,,,,11/17/2023,11/20/2023,11/21/2023,11/23/2023,11/28/2023,,,na,,
2,28,25.5,double_infection,VTG_399,5.089,10.608,0.025,0,1.503,1.503,7,0.2518,174.82,0.13,11/17/2023,11/20/2023,11/21/2023,11/24/2023,11/29/2023,,,na,,
1,25,22.5,baseline_infection,VTG_341,0.000,,,1,-0.538,0.000001,22,,,,11/13/2023,11/17/2023,11/18/2023,11/21/2023,11/27/2023,12/1/2023,12/7/2023,yes,,
1,25,22.5,baseline_infection,VTG_063,0.000,,,1,-0.209,0.000001,37,,,,10/9/2023,10/12/2023,10/14/2023,10/16/2023,10/20/2023,,,na,,
2,28,25.5,double_infection,VTG_131,0.000,,,1,-0.201,0.000001,19,0.4135,158.65,0.21,10/9/2023,10/13/2023,10/14/2023,10/17/2023,10/22/2023,10/24/2023,,no,pupae,11/3/2023
2,28,25.5,double_infection,VTG_061,0.000,,,1,-0.14,0.000001,13,,,,10/9/2023,10/12/2023,10/14/2023,10/17/2023,10/22/2023,10/27/2023,11/1/2023,yes,,
3,31,28.5,baseline_infection,VTG_052,0.000,,,1,-0.683,0.000001,40,0.9694,103.06,0.48,10/7/2023,10/10/2023,10/11/2023,10/13/2023,10/15/2023,10/19/2023,10/25/2023,yes,,
4,34,31.5,baseline_infection,VTG_132,0.000,,,1,-0.30,0.000001,55,,,,10/9/2023,10/12/2023,10/14/2023,10/14/2023,10/18/2023,10/21/2023,10/29/2023,no,adult,10/29/2023
4,34,31.5,baseline_infection,VTG_082,0.000,,,1,-0.197,0.000001,76,,,,10/9/2023,10/12/2023,,,,,,no,larvae,10/12/2023
3,31,28.5,double_infection,VTG_368,0.000,,,1,0.065,0.065,47,,,,11/17/2023,11/20/2023,11/21/2023,11/24/2023,11/28/2023,11/30/2023,12/3/2023,yes,,
4,34,31.5,baseline_infection,VTG_103,0.000,,,1,0.088,0.088,51,,,,10/9/2023,10/12/2023,10/14/2023,10/14/2023,10/18/2023,10/21/2023,10/25/2023,yes,,
4,34,31.5,baseline_infection,VTG_040,0.000,,,1,0.322,0.322,63,,,,10/7/2023,10/10/2023,10/11/2023,10/13/2023,10/17/2023,10/20/2023,10/24/2023,no,adult,10/24/2023
1,25,22.5,double_infection,VTG_070,0.000,,,1,0.489,0.489,55,0.7622,123.78,0.38,10/9/2023,10/12/2023,10/14/2023,10/19/2023,10/23/2023,,,na,,
2,28,25.5,double_infection,VTG_393,0.000,,,1,1.306,1.306,68,0.8585,114.15,0.43,11/17/2023,11/20/2023,11/21/2023,11/24/2023,11/28/2023,,,na,,
2,28,25.5,double_infection,VTG_301,0.000,,,1,1.399,1.399,29,,,,11/13/2023,11/18/2023,11/18/2023,11/21/2023,11/23/2023,11/30/2023,12/4/2023,yes,,
3,31,28.5,baseline_infection,VTG_047,0.000,,,1,1.415,1.415,28,,,,10/7/2023,10/10/2023,10/11/2023,10/12/2023,10/15/2023,10/19/2023,10/24/2023,yes,,
1,25,22.5,baseline_infection,VTG_333,0.000,,,1,1.455,1.455,38,,,,11/13/2023,11/18/2023,11/18/2023,11/21/2023,12/1/2023,12/4/2023,12/9/2023,yes,,
1,25,22.5,double_infection,VTG_319,0.000,,,1,2.073,2.073,79,0.5990,140.11,0.30,11/13/2023,11/17/2023,11/18/2023,11/24/2023,12/1/2023,,,na,,
2,28,25.5,double_infection,VTG_295,0.000,,,1,3.879,3.879,68,,,,11/13/2023,11/18/2023,11/18/2023,11/23/2023,11/29/2023,11/30/2023,12/4/2023,no,adult,12/4/2023
2,28,25.5,double_infection,VTG_304,0.000,,,1,4.086,4.086,71,,,,11/13/2023,11/18/2023,11/18/2023,11/22/2023,11/28/2023,11/30/2023,,no,pupae,12/7/2023
3,31,28.5,double_infection,VTG_280,0.000,,,1,4.211,4.211,77,,,,11/13/2023,11/16/2023,11/16/2023,11/21/2023,11/28/2023,11/30/2023,,no,pupae,12/7/2023
2,28,25.5,double_infection,VTG_391,0.000,,,1,8.094,8.094,107,,,,11/17/2023,11/20/2023,11/21/2023,11/25/2023,11/27/2023,12/1/2023,12/6/2023,yes,,
4,34,31.5,baseline_infection,VTG_113,0.000,,,1,9.974,9.974,173,,,,10/9/2023,10/12/2023,10/14/2023,10/15/2023,10/19/2023,10/23/2023,10/28/2023,no,adult,10/28/2023
4,34,31.5,double_infection,VTG_250,0.000,,,1,13.014,13.014,167,0.5534,144.66,0.28,11/13/2023,11/18/2023,11/20/2023,11/21/2023,11/23/2023,,,na,,
3,31,28.5,double_infection,VTG_372,0.000,,,1,15.188,15.188,208,,,,11/17/2023,11/20/2023,11/21/2023,11/25/2023,11/28/2023,11/30/2023,12/3/2023,yes,,
4,34,31.5,baseline_infection,VTG_055,0.000,,,1,18.556,18.556,146,0.5886,141.14,0.29,10/7/2023,10/10/2023,10/12/2023,10/13/2023,10/16/2023,10/20/2023,10/25/2023,yes,,
1,25,22.5,baseline_infection,VTG_004,,,,,,,,,,,10/6/2023,10/10/2023,10/11/2023,10/13/2023,10/19/2023,10/24/2023,10/31/2023,yes,,
1,25,22.5,baseline_infection,VTG_012,,,,,,,,,,,10/6/2023,10/10/2023,10/11/2023,10/14/2023,10/19/2023,10/24/2023,10/31/2023,yes,,
1,25,22.5,baseline_infection,VTG_017,,,,,,,,,,,10/7/2023,10/10/2023,10/11/2023,10/13/2023,10/19/2023,10/26/2023,11/3/2023,yes,,
1,25,22.5,baseline_infection,VTG_025,,,,,,,,,,,10/7/2023,10/10/2023,10/11/2023,10/15/2023,,,,no,larvae,10/22/2023
1,25,22.5,baseline_infection,VTG_035,,,,,,,,,,,10/7/2023,10/10/2023,10/11/2023,10/13/2023,10/20/2023,10/25/2023,11/3/2023,yes,,
1,25,22.5,baseline_infection,VTG_045,,,,,,,,,,,10/7/2023,10/10/2023,10/11/2023,10/13/2023,10/19/2023,10/24/2023,11/3/2023,yes,,
1,25,22.5,baseline_infection,VTG_051,,,,,,,,,,,10/7/2023,10/10/2023,10/11/2023,10/13/2023,10/19/2023,10/26/2023,11/3/2023,yes,,
1,25,22.5,baseline_infection,VTG_072,,,,,,,,,,,10/9/2023,10/12/2023,10/14/2023,10/15/2023,10/20/2023,10/26/2023,11/3/2023,yes,,
1,25,22.5,baseline_infection,VTG_073,,,,,,,,,,,10/9/2023,10/12/2023,10/14/2023,10/15/2023,10/20/2023,10/26/2023,11/2/2023,yes,,
1,25,22.5,baseline_infection,VTG_086,,,,,,,,,,,10/9/2023,10/12/2023,10/12/2023,10/15/2023,10/20/2023,10/26/2023,11/3/2023,yes,,
1,25,22.5,baseline_infection,VTG_091,,,,,,,,,,,10/9/2023,10/13/2023,10/14/2023,10/17/2023,10/22/2023,10/26/2023,10/31/2023,yes,,
1,25,22.5,baseline_infection,VTG_115,,,,,,,,,,,10/9/2023,10/13/2023,10/14/2023,10/17/2023,10/21/2023,10/26/2023,10/31/2023,yes,pupae,11/5/2023
1,25,22.5,baseline_infection,VTG_125,,,,,,,,,,,10/9/2023,10/13/2023,10/16/2023,10/16/2023,10/22/2023,10/28/2023,11/1/2023,yes,pupae,11/7/2023
1,25,22.5,baseline_infection,VTG_136,,,,,,,,,,,10/9/2023,10/13/2023,10/14/2023,10/16/2023,10/22/2023,10/26/2023,11/3/2023,yes,,
1,25,22.5,baseline_infection,VTG_137,,,,,,,,,,,10/13/2023,10/16/2023,10/16/2023,10/20/2023,10/26/2023,10/30/2023,11/5/2023,yes,pupae,11/9/2023
1,25,22.5,baseline_infection,VTG_146,,,,,,,,,,,10/13/2023,10/17/2023,10/17/2023,10/21/2023,10/25/2023,10/30/2023,11/4/2023,yes,,
1,25,22.5,baseline_infection,VTG_154,,,,,,,,,,,10/13/2023,10/17/2023,10/17/2023,10/20/2023,10/24/2023,10/28/2023,11/2/2023,yes,,
1,25,22.5,baseline_infection,VTG_161,,,,,,,,,,,10/13/2023,10/17/2023,10/17/2023,10/20/2023,10/25/2023,10/29/2023,11/4/2023,yes,,
1,25,22.5,baseline_infection,VTG_170,,,,,,,,,,,10/13/2023,10/16/2023,10/17/2023,10/20/2023,10/25/2023,10/30/2023,11/4/2023,yes,,
1,25,22.5,baseline_infection,VTG_177,,,,,,,,,,,10/13/2023,10/17/2023,10/17/2023,10/20/2023,10/25/2023,10/30/2023,,no,pupae,11/9/2023
1,25,22.5,baseline_infection,VTG_331,,,,,,,,,,,11/13/2023,11/18/2023,11/18/2023,11/22/2023,11/27/2023,12/2/2023,12/9/2023,yes,,
1,25,22.5,baseline_infection,VTG_337,,,,,,,,,,,11/13/2023,11/17/2023,11/18/2023,11/21/2023,11/27/2023,12/3/2023,12/9/2023,yes,,
1,25,22.5,baseline_infection,VTG_338,,,,,,,,,,,11/13/2023,11/18/2023,11/18/2023,11/22/2023,11/27/2023,12/2/2023,12/9/2023,yes,,
1,25,22.5,baseline_infection,VTG_342,,,,,,,,,,,11/13/2023,11/17/2023,11/18/2023,11/21/2023,11/28/2023,12/3/2023,12/9/2023,yes,,
1,25,22.5,double_infection,VTG_001,,,,,,,,,,,10/7/2023,10/12/2023,10/13/2023,10/15/2023,10/21/2023,10/27/2023,10/31/2023,yes,,
1,25,22.5,double_infection,VTG_016,,,,,,,,,,,10/7/2023,10/12/2023,10/13/2023,10/15/2023,10/21/2023,10/27/2023,11/2/2023,yes,,
1,25,22.5,double_infection,VTG_021,,,,,,,,,,,10/7/2023,10/11/2023,10/11/2023,10/13/2023,10/19/2023,10/24/2023,10/30/2023,yes,,
1,25,22.5,double_infection,VTG_027,,,,,,,,,,,10/7/2023,10/10/2023,10/10/2023,,,,,no,larvae,10/11/2023
1,25,22.5,double_infection,VTG_030,,,,,,,,,,,10/7/2023,10/10/2023,10/11/2023,10/13/2023,10/19/2023,10/24/2023,10/31/2023,yes,,
1,25,22.5,double_infection,VTG_033,,,,,,,,,,,10/7/2023,10/12/2023,10/13/2023,10/16/2023,10/21/2023,10/28/2023,11/3/2023,yes,,
1,25,22.5,double_infection,VTG_039,,,,,,,,,,,10/7/2023,10/10/2023,10/11/2023,10/13/2023,10/19/2023,10/26/2023,11/1/2023,yes,,
1,25,22.5,double_infection,VTG_041,,,,,,,,,,,10/7/2023,10/11/2023,10/11/2023,10/14/2023,10/19/2023,10/24/2023,10/30/2023,yes,,
1,25,22.5,double_infection,VTG_048,,,,,,,,,,,10/7/2023,10/10/2023,10/11/2023,10/13/2023,10/17/2023,10/22/2023,10/29/2023,yes,,
1,25,22.5,double_infection,VTG_049,,,,,,,,,,,10/7/2023,10/10/2023,10/11/2023,10/13/2023,10/17/2023,10/22/2023,10/30/2023,yes,,
1,25,22.5,double_infection,VTG_057,,,,,,,,,,,10/9/2023,10/12/2023,10/15/2023,10/19/2023,10/23/2023,10/28/2023,11/2/2023,yes,,
1,25,22.5,double_infection,VTG_059,,,,,,,,,,,10/9/2023,10/12/2023,10/14/2023,10/18/2023,10/20/2023,10/25/2023,10/30/2023,no,adult,10/30/2023
1,25,22.5,double_infection,VTG_066,,,,,,,,,,,10/9/2023,10/12/2023,10/14/2023,10/17/2023,10/21/2023,10/26/2023,10/31/2023,yes,,
1,25,22.5,double_infection,VTG_075,,,,,,,,,,,10/9/2023,10/12/2023,10/14/2023,10/17/2023,10/20/2023,10/27/2023,11/3/2023,yes,,
1,25,22.5,double_infection,VTG_083,,,,,,,,,,,10/9/2023,10/12/2023,10/14/2023,10/17/2023,10/21/2023,10/26/2023,10/31/2023,yes,,
1,25,22.5,double_infection,VTG_088,,,,,,,,,,,10/9/2023,10/12/2023,10/14/2023,10/15/2023,10/20/2023,10/26/2023,11/2/2023,yes,,
